№;Наименование;Регистрационный номер;Адрес (место нахождения);Регион регистрации;Вид деятельности/отрасль;Налоговый режим;2019, Доходы, RUB;2020, Доходы, RUB;2021, Доходы, RUB;2022, Доходы, RUB;2023, Доходы, RUB;2019, Расходы, RUB;2020, Расходы, RUB;2021, Расходы, RUB;2022, Расходы, RUB;2023, Расходы, RUB;2023, Налоги, RUB;2023, Земельный налог, RUB;2023, Налог на имущество, RUB;2023, Налог на прибыль, RUB;2023, Налог по УСН, RUB;2023, НДС, RUB;2023, Страховые взносы в ПФР, RUB;2023, Страховые взносы в ФОМС, RUB;2023, Страховые взносы в ФСС, RUB;2023, Нематериальные активы, RUB;2019, Основные средства , RUB;2020, Основные средства , RUB;2021, Основные средства , RUB;2022, Основные средства , RUB;2023, Основные средства , RUB;2023, Доходные вложения в материальные ценности, RUB;2023, Долгосрочные финансовые вложения, RUB;2023, Отложенные налоговые активы, RUB;2023, Прочие внеоборотные активы, RUB;2023, Внеоборотные активы, RUB;2023, Запасы, RUB;2019, Чистые активы, RUB;2020, Чистые активы, RUB;2021, Чистые активы, RUB;2022, Чистые активы, RUB;2023, Чистые активы, RUB;2023, НДС по приобретенным ценностям , RUB;2019, Дебиторская задолженность, RUB;2020, Дебиторская задолженность, RUB;2021, Дебиторская задолженность, RUB;2022, Дебиторская задолженность, RUB;2023, Дебиторская задолженность, RUB;2023, Краткосрочные финансовые вложения, RUB;2023, Денежные средства и денежные эквиваленты, RUB;2023, Прочие оборотные активы, RUB;2023, Оборотные активы, RUB;2023, Активы  всего, RUB;2023, Уставный капитал , RUB;2023, Собственные акции, выкупленные у акционеров, RUB;2023, Переоценка внеоборотных активов, RUB;2023, Добавочный капитал, RUB;2023, Резервный капитал, RUB;2019, Нераспределенная прибыль (непокрытый убыток), RUB;2020, Нераспределенная прибыль (непокрытый убыток), RUB;2021, Нераспределенная прибыль (непокрытый убыток), RUB;2022, Нераспределенная прибыль (непокрытый убыток), RUB;2023, Нераспределенная прибыль (непокрытый убыток), RUB;2023, Капитал и резервы, RUB;2019, Заёмные средства (долгосрочные), RUB;2020, Заёмные средства (долгосрочные), RUB;2021, Заёмные средства (долгосрочные), RUB;2022, Заёмные средства (долгосрочные), RUB;2023, Заёмные средства (долгосрочные), RUB;2023, Отложенные налоговые обязательства, RUB;2023, Прочие долгосрочные обязательства, RUB;2023, Долгосрочные обязательства, RUB;2019, Заёмные средства (краткосрочные), RUB;2020, Заёмные средства (краткосрочные), RUB;2021, Заёмные средства (краткосрочные), RUB;2022, Заёмные средства (краткосрочные), RUB;2023, Заёмные средства (краткосрочные), RUB;2019, Кредиторская задолженность, RUB;2020, Кредиторская задолженность, RUB;2021, Кредиторская задолженность, RUB;2022, Кредиторская задолженность, RUB;2023, Кредиторская задолженность, RUB;2023, Доходы будущих периодов , RUB;2023, Прочие краткосрочные обязательства, RUB;2023, Краткосрочные обязательства, RUB;2023, Пассивы всего, RUB;2023, Собственный оборотный капитал, RUB;2023, Собственный капитал, RUB;2023, Совокупный долг, RUB;2019, Выручка, RUB;2020, Выручка, RUB;2021, Выручка, RUB;2022, Выручка, RUB;2023, Выручка, RUB;2019, Себестоимость продаж, RUB;2020, Себестоимость продаж, RUB;2021, Себестоимость продаж, RUB;2022, Себестоимость продаж, RUB;2023, Себестоимость продаж, RUB;2023, Валовая прибыль (убыток), RUB;2023, Коммерческие расходы, RUB;2023, Управленческие расходы, RUB;2019, Прибыль (убыток) от продажи, RUB;2020, Прибыль (убыток) от продажи, RUB;2021, Прибыль (убыток) от продажи, RUB;2022, Прибыль (убыток) от продажи, RUB;2023, Прибыль (убыток) от продажи, RUB;2023, Доходы от участия в других организациях, RUB;2023, Проценты к получению, RUB;2023, Проценты к уплате, RUB;2023, Прочие доходы, RUB;2023, Прочие расходы, RUB;2023, Прибыль (убыток) до налогообложения , RUB;2023, Текущий налог на прибыль, RUB;2023, Чистая прибыль (убыток), RUB;2023, EBIT, RUB;2023, Поступления от текущих операций, RUB;2023, Поступления от продаж, RUB;2023, Поступления арендных, лицензионных, комиссионных платежей, роялти, RUB;2023, Поступления от перепродажи финансовых вложений, RUB;2023, Платежи по текущим операциям, RUB;2023, Платежи поставщикам и подрядчикам, RUB;2023, Оплата труда, RUB;2023, Оплата процентов по долговым обязательствам, RUB;2023, Налог на прибыль, RUB;2023, Сальдо денежных потоков от текущих операций, RUB;2023, Поступления от инвестиционных операций, RUB;2023, Продажа внеоборотных активов, RUB;2023, Продажа акций других организаций, RUB;2023, Поступления от возврата займов, продажи долговых ценных бумаг, RUB;2023, Получение дивидендов, процентов, RUB;2023, Платежи по инвестиционным операциям, RUB;2023, Приобретение внеоборотных активов, RUB;2023, Приобретение акций (долей участия), RUB;2023, Приобретение долговых ценных бумаг, предоставление займов, RUB;2023, Платежи по процентам, RUB;2023, Сальдо денежных потоков от инвестиционных операций, RUB;2023, Поступления от финансовых операций, RUB;2023, Получение кредитов и займов, RUB;2023, Поступление денежных вкладов собственников (участников), RUB;2023, Поступления от выпуска акций, увеличения долей участия, RUB;2023, Поступления от выпуска облигаций, векселей и других долговых ценных бумаг и др., RUB;2023, Платежи по финансовым операциям, RUB;2019, Выплата дивидендов, RUB;2020, Выплата дивидендов, RUB;2021, Выплата дивидендов, RUB;2022, Выплата дивидендов, RUB;2023, Выплата дивидендов, RUB;2023, Погашение векселей, возврат кредитов и займов, RUB;2023, Сальдо денежных потоков от финансовых операций, RUB;2023, Сальдо денежных потоков за отчетный период, RUB;2023, Поступление денежных средств всего, RUB;2023, Платежей всего, RUB;2023, Период погашения кредиторской задолженности, дни;2023, Оборачиваемость кредиторской задолженности, разы;2023, Период оборота запасов, дни;2023, Оборачиваемость запасов, разы;2023, Период погашения дебиторской задолженности, дни;2023, Оборачиваемость дебиторской задолженности, разы;2023, Оборачиваемость основных средств, разы;2023, Период оборота основных средств, дни;2023, Период оборота активов, дни;2023, Соотношение валовой прибыли к активам компании, %;2023, Cooтношение дебиторской задолженности к активам компании, %;2023, Доля рабочего капитала в активах компании, %;2023, Коэффициент оборачиваемости совокупных активов, %;2023, Коэффициент соотношения заемных и собственных средств, %;2023, Коэффициент покрытия процентов по EBIT, %;2023, Соотношение совокупного долга к капиталу, %;2023, Соотношение чистого долга к капиталу, %;2023, Соотношение совокупного долга к EBIT, %;2023, Коэффициент долгосрочного привлечения заемных средств, %;2023, Коэффициент концентрации собственного капитала (автономии), %;2023, Коэффициент маневренности собственных средств, %;2023, Коэффициент обеспеченности собственными оборотными средствами, %;2023, Коэффициент концентрации заемного капитала,%;2023, Чистая норма прибыли, %;2023, Коммерческие и управленческие расходы к выручке, %;2023, Валовая рентабельность, %;2023, Рентабельность продаж, %;2023, Валовая рентабельность затрат, %;2023, Валовая рентабельность коммерческих и управленческих расходов, %;2023, Рентабельность затрат, %;2023, Доля себестоимости как процент от выручки, %;2023, Рентабельность прибыли до налогообложения и процентов - (EBITM), %;2023, Рентабельность активов (ROA), %;2023, Рентабельность капитала (ROE), %;2023, Рентабельность активов (п. 1.6 ст.105.8 НК РФ), %;2023, Коэффициент текущей ликвидности, %;2023, Доля краткосрочной в общем объеме задолженности, %;2023, Коэффициент быстрой ликвидности, %;2023, Коэффициент абсолютной ликвидности, %
39;ЦЕНТРОТЕЛЬ, ООО;1135918000767;618900, Пермский кр., г. Лысьва, проспект Победы, д. 48;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;10 595 000;7 555 000;13 248 000;13 114 000;14 963 000;8 648 000;10 626 000;8 265 000;10 181 000;11 023 000;;;;;;;;;;;402 000;10 100 000;9 837 000;9 677 000;9 277 000;;15 000;;;9 292 000;398 000;2 915 000;-225 000;4 643 000;7 443 000;10 933 000;;391 000;385 000;355 000;274 000;582 000;;686 000;;1 666 000;10 958 000;;;;;;1 415 000;-1 725 000;3 143 000;;;10 933 000;;1 632 000;;;;;;;;700 000;;;;168 000;9 264 000;6 076 000;3 198 000;25 000;;;25 000;10 958 000;1 641 000;10 933 000;25 000;10 587 000;6 995 000;10 428 000;13 114 000;14 953 000;;;;9 568 000;10 398 000;;;;2 346 000;-3 435 000;2 572 000;3 546 000;4 555 000;;;;10 000;625 000;3 940 000;149 000;3 791 000;3 940 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;56,57;9,30;7,30;50,30;10,00;34,90;1,60;231,30;264,00;;5,31%;14,98%;138,46%;0,23%;;;-6,27%;;;99,77%;15,01%;98,50%;0,23%;25,35%;;;30,46%;;;43,81%;69,54%;;35,10%;41,26%;;6 664,00%;;5 072,00%;2 744,00%
40;СОСНОВЫЙ БОР, ООО;1135905002860;614065, Пермский кр., г. Пермь, ул. Встречная, д. 35В;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;66 116 000;10 529 000;16 789 000;14 452 000;31 803 000;61 127 000;22 417 000;26 657 000;17 936 000;50 296 000;;;;;;;;;;;43 325 000;47 813 000;58 002 000;53 932 000;37 992 000;;582 000;2 955 000;;41 529 000;13 726 000;79 552 000;70 331 000;61 580 000;58 795 000;40 334 000;122 000;25 452 000;30 766 000;25 481 000;21 420 000;20 476 000;5 071 000;679 000;5 957 000;46 031 000;87 560 000;10 010 000;;;;;69 541 000;60 322 000;51 570 000;48 785 000;30 324 000;40 334 000;;1 767 000;;;;79 000;;79 000;5 714 000;34 651 000;40 126 000;33 844 000;33 238 000;4 919 000;6 124 000;17 113 000;13 266 000;13 909 000;;;47 147 000;87 560 000;20 972 000;40 334 000;47 226 000;42 512 000;5 787 000;8 736 000;8 834 000;14 517 000;37 905 000;12 676 000;16 128 000;11 735 000;15 508 000;-991 000;7 000;1 010 000;2 181 000;-9 207 000;-8 504 000;-3 377 000;-2 008 000;;550 000;319 000;16 736 000;33 452 000;-18 493 000;57 000;-18 436 000;-18 724 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;319,80;1,10;348,40;1,00;527,00;0,70;0,30;1 155,60;2 433,00;-1,13%;23,39%;-1,27%;15,00%;117,09%;-5 869,59%;82,41%;80,72%;-177,52%;0,20%;46,06%;-2,96%;-2,60%;53,94%;-127,00%;7,01%;-6,83%;-13,83%;-6,39%;-97,44%;-12,15%;106,83%;-133,37%;-19,05%;-37,20%;-2,78%;97,63%;100,00%;68,52%;12,20%
41;ЛАПЕН, ООО;1135905006995;614065, Пермский кр., г. Пермь, ул. Встречная, д. 35А;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;8 010 000;8 673 000;9 273 000;8 014 000;14 301 000;8 001 000;8 410 000;8 125 000;7 123 000;12 806 000;;;;;;;;;;;;;;;;;;;;;654 000;479 000;655 000;1 688 000;2 478 000;3 033 000;;;1 057 000;1 110 000;459 000;22 000;;2 509 000;;3 185 000;3 185 000;;;;;;9 000;;;;;3 033 000;;;;;;;;;;;;;;610 000;1 507 000;345 000;1 288 000;152 000;;;152 000;3 185 000;3 033 000;3 033 000;152 000;8 010 000;8 673 000;9 273 000;8 014 000;14 301 000;;8 155 000;7 974 000;7 003 000;12 398 000;;;;9 000;518 000;1 299 000;1 011 000;1 903 000;;;;;408 000;1 495 000;150 000;1 345 000;1 495 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21,20;19,90;17,60;20,70;6,00;59,50;;;89,00;;0,69%;95,23%;411,48%;5,01%;;;-82,72%;;;95,23%;100,00%;95,23%;4,77%;9,40%;;;13,31%;;;15,35%;86,69%;;38,70%;48,81%;;2 095,39%;;1 665,13%;1 650,66%
42;ШОКОЛАД, ООО;1115919000515;618554, Пермский кр., г. Соликамск, ул. 20-Летия Победы, д. 153;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;11 281 000;4 255 000;8 416 000;9 922 000;13 969 000;10 520 000;3 791 000;7 540 000;8 852 000;12 040 000;;;;;;;;;;;;;;;;;;;;;2 084 000;1 007 000;474 000;1 132 000;1 326 000;2 185 000;;;;;;;;101 000;;2 185 000;2 185 000;256 000;;;;;751 000;464 000;876 000;1 070 000;1 929 000;2 185 000;;;;;;;;;;;;;;56 000;115 000;;296 000;;;;;2 185 000;2 185 000;2 185 000;;11 281 000;4 255 000;8 416 000;9 922 000;13 969 000;10 520 000;3 791 000;7 540 000;8 852 000;12 040 000;1 929 000;;;761 000;464 000;876 000;1 070 000;1 929 000;;;;;;1 929 000;;1 929 000;1 929 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,49;94,40;47,70;7,60;;;;;50,00;88,28%;;100,00%;733,86%;;;;-4,62%;;;100,00%;100,00%;100,00%;;13,81%;;13,81%;13,81%;16,02%;;16,02%;86,19%;13,81%;101,34%;109,88%;92,56%;;;;
43;ЕВА-КОМФОРТ, ООО;1145958045243;614000, Пермский кр., г. Пермь, ул. Пермская, д. 63/1;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;6 848 000;3 118 000;9 607 000;7 291 000;12 463 000;9 690 000;6 594 000;9 478 000;9 340 000;11 706 000;;;;;;;;;;;;;;;;;;;;;;-9 574 000;-12 935 000;-12 901 000;-15 023 000;-14 398 000;;50 000;46 000;83 000;101 000;132 000;;397 000;;529 000;529 000;;;;;;;;;;;-14 398 000;;;;;;;;;;979 000;;;;9 657 000;11 694 000;13 235 000;15 323 000;14 927 000;;;14 927 000;529 000;-14 398 000;-14 398 000;14 927 000;6 848 000;3 118 000;8 209 000;7 280 000;12 463 000;9 544 000;6 464 000;9 261 000;9 184 000;11 587 000;;;;-2 696 000;-3 346 000;-1 052 000;-1 904 000;876 000;;;;;119 000;757 000;126 000;631 000;757 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;476,45;0,80;;;3,00;107,00;;;12,00;;24,95%;-2 721,74%;3 006,76%;-103,67%;;;2,76%;;;-2 721,74%;100,00%;-2 721,74%;2 821,74%;5,06%;;;7,03%;;;7,56%;92,97%;;152,23%;-4,29%;;3,54%;;3,54%;2,66%
44;МЕГА ОТЕЛЬ, ООО;1175958023031;614500, Пермский кр., Пермский район, д. Хмели, шоссе Космонавтов, д. 304 офис 201;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;9 509 000;6 582 000;8 163 000;7 630 000;12 433 000;8 639 000;5 950 000;7 670 000;7 241 000;11 411 000;;;;;;;;;;;;;;;;;;;;;;1 036 000;1 404 000;1 735 000;1 971 000;2 720 000;;382 000;70 000;243 000;476 000;1 332 000;;3 270 000;;4 602 000;4 602 000;;;;;;;;;;;2 720 000;;;;;;;;;;;;;;2 562 000;1 577 000;457 000;198 000;1 882 000;;;1 882 000;4 602 000;2 720 000;2 720 000;1 882 000;9 407 000;6 485 000;8 072 000;7 556 000;12 351 000;8 564 000;5 827 000;7 281 000;6 974 000;11 032 000;;;;843 000;658 000;791 000;582 000;1 319 000;;;;82 000;379 000;1 022 000;273 000;749 000;1 022 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;34,41;11,90;;;27,00;13,70;;;100,00;;28,94%;59,10%;364,82%;69,19%;;;-120,22%;;;59,10%;100,00%;59,10%;40,90%;6,06%;;;10,68%;;;11,96%;89,32%;;22,12%;31,93%;;244,53%;;244,53%;173,75%
45;ДИН, ООО;1045901473232;618703, Пермский кр., г. Добрянка, рабочий пос. Полазна, ул. Парковая, д. 10 офис 207;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;11 052 000;;10 231 000;9 369 000;12 144 000;10 692 000;;10 037 000;9 060 000;11 556 000;;;;;;;;;;;;;;;;;;;;;8 944 000;898 000;1 458 000;1 652 000;1 961 000;2 549 000;;1 431 000;1 153 000;733 000;832 000;656 000;;11 000;;9 611 000;9 611 000;10 000;;;;;888 000;1 448 000;1 642 000;1 951 000;2 539 000;2 549 000;;;;;;;;;;;;;;3 176 000;4 997 000;7 180 000;6 040 000;7 062 000;;;7 062 000;9 611 000;2 549 000;2 549 000;7 062 000;11 052 000;;10 231 000;9 369 000;12 144 000;10 692 000;;10 037 000;9 060 000;11 556 000;588 000;;;360 000;;194 000;309 000;588 000;;;;;;588 000;;588 000;588 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;206,92;1,90;242,00;1,50;22,00;16,30;;;265,00;6,12%;6,83%;26,52%;137,91%;277,05%;;;-0,43%;;;26,52%;100,00%;26,52%;73,48%;4,84%;;4,84%;4,84%;5,09%;;5,09%;95,16%;4,84%;6,68%;26,08%;6,13%;136,09%;;9,44%;0,16%
46;СЕРВИС ПЛЮС, ООО;1105902009510;614015, Пермский кр., г. Пермь, ул. Газеты Звезда, д. 8;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;11 747 000;6 069 000;8 323 000;7 406 000;10 278 000;11 216 000;5 982 000;8 207 000;7 685 000;9 816 000;;;;;;;;;;;;;;;;;;;;;;73 000;108 000;142 000;-427 000;-378 000;;944 000;222 000;;188 000;444 000;;24 000;;468 000;468 000;;;;;;;;;;;-378 000;;;;;;;;;;;;;;873 000;343 000;404 000;645 000;846 000;;;846 000;468 000;-378 000;-378 000;846 000;11 742 000;6 067 000;8 323 000;7 406 000;10 278 000;11 164 000;5 920 000;8 155 000;7 657 000;9 677 000;;;;578 000;147 000;168 000;-251 000;601 000;;;;;139 000;462 000;413 000;49 000;462 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,12;13,80;;;11,00;32,50;;;12,00;;94,87%;-80,77%;2 996,50%;-223,81%;;;6,35%;;;-80,77%;100,00%;-80,77%;180,77%;0,48%;;;5,85%;;;6,21%;94,15%;;14,29%;-12,17%;;55,32%;;55,32%;2,84%
47;ОТЕЛЬ ВИКОНТ, ООО;1075902011745;614000, Пермский кр., г. Пермь, ул. Советская, д. 40;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;6 456 000;4 634 000;7 208 000;6 549 000;9 177 000;6 353 000;4 769 000;6 654 000;5 552 000;6 771 000;;;;;;;;;;;;;;;;;;;;;217 000;16 000;-193 000;328 000;110 000;430 000;;34 000;11 000;39 000;45 000;184 000;;543 000;;944 000;944 000;;;;;;;;;;;430 000;;;;;;;;;;254 000;;;;247 000;221 000;247 000;293 000;514 000;;;514 000;944 000;430 000;430 000;514 000;6 456 000;4 404 000;6 835 000;6 549 000;9 177 000;6 141 000;4 638 000;6 347 000;5 460 000;6 652 000;;;;315 000;-234 000;488 000;1 089 000;2 525 000;;;;;119 000;2 406 000;176 000;2 230 000;2 406 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,14;22,70;8,60;42,30;5,00;80,10;;;27,00;;19,49%;45,55%;1 362,58%;119,53%;;;-126,28%;;;45,55%;100,00%;45,55%;54,45%;24,30%;;;27,51%;;;37,96%;72,49%;;331,11%;825,93%;;183,66%;;141,44%;105,64%
48;АЛЬТАИР, ООО КФ;1025900763690;614097, Пермский кр., г. Пермь, ул. Сельская, владение 2;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;911 000;4 123 000;2 867 000;7 819 000;8 518 000;910 000;4 100 000;2 842 000;7 325 000;8 129 000;;;;;;;;;;;15 181 000;15 181 000;11 330 000;9 290 000;8 530 000;;;;;8 530 000;2 000;13 766 000;13 420 000;10 120 000;8 920 000;8 307 000;;;;;;;;;;2 000;8 532 000;10 000;;;;;13 756 000;13 410 000;10 110 000;8 910 000;8 297 000;8 307 000;;;1 290 000;411 000;207 000;;;207 000;1 390 000;1 390 000;;;;25 000;376 000;112 000;24 000;18 000;;;18 000;8 532 000;-16 000;8 307 000;225 000;911 000;4 123 000;2 867 000;7 819 000;8 518 000;;;32 000;4 410 000;5 297 000;3 221 000;2 832 000;;9 000;23 000;25 000;494 000;389 000;;;;;;389 000;;389 000;389 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,45;405,60;0,10;5 678,70;;;1,00;381,80;383,00;37,75%;;-0,19%;95,24%;2,71%;;2,49%;2,49%;53,21%;2,43%;97,36%;-2,68%;-11 150,00%;2,64%;4,57%;33,25%;37,81%;4,57%;60,81%;113,74%;4,79%;62,19%;4,57%;4,35%;4,52%;4,56%;11,11%;;;
49;ГОСТИНИЦА ПАРМА, ООО;1165958095203;619000, Пермский кр., г. Кудымкар, ул. 50 Лет Октября, д. 42;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;8 456 000;5 670 000;7 682 000;8 443 000;9 283 000;9 510 000;7 885 000;7 892 000;7 867 000;8 261 000;;;;;;;;;;;9 023 000;9 023 000;8 959 000;8 871 000;8 782 000;;;;;8 782 000;25 000;11 215 000;8 989 000;8 702 000;9 190 000;10 091 000;;1 041 000;481 000;143 000;174 000;197 000;1 000 000;441 000;;1 663 000;10 445 000;11 600 000;;;;611 000;-1 007 000;-3 222 000;-3 509 000;-3 021 000;-2 120 000;10 091 000;;;;;;;;;;;;;;255 000;832 000;431 000;489 000;226 000;;;354 000;10 445 000;437 000;10 091 000;354 000;7 433 000;5 162 000;6 767 000;7 740 000;8 084 000;7 162 000;6 722 000;7 471 000;5 877 000;5 774 000;2 310 000;;2 180 000;271 000;-1 560 000;-704 000;194 000;130 000;;;;1 199 000;307 000;1 022 000;-121 000;901 000;1 022 000;9 235 000;9 199 000;;;8 582 000;2 515 000;3 634 000;;121 000;653 000;;;;;;;;;;;;;;;;;;;;;;;;;653 000;9 235 000;8 582 000;22,60;22,60;1,80;202,10;8,00;43,60;0,90;398,50;459,00;22,12%;1,89%;12,53%;79,52%;3,51%;;;-4,37%;;;96,61%;12,97%;78,71%;3,39%;11,15%;26,97%;28,57%;1,61%;40,01%;105,96%;1,63%;71,43%;12,64%;8,86%;9,35%;1,44%;469,77%;;462,71%;407,06%
50;ГОСТИНИЦА ЧАЙКА, ООО;1115920001977;617764, Пермский кр., г. Чайковский, ул. Ленина, д. 61;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;9 372 000;4 014 000;4 020 000;5 905 000;8 081 000;8 079 000;3 942 000;3 641 000;4 489 000;7 002 000;;;;;;;;;;;1 189 000;1 118 000;1 047 000;1 021 000;994 000;;;;;994 000;166 000;994 000;1 024 000;863 000;1 415 000;1 107 000;;343 000;85 000;53 000;649 000;107 000;;176 000;10 000;459 000;1 453 000;10 000;;;;;984 000;1 014 000;853 000;1 405 000;1 097 000;1 107 000;;;;;;;;;;;;;;928 000;546 000;864 000;832 000;346 000;;;346 000;1 453 000;103 000;1 107 000;346 000;9 351 000;3 815 000;3 981 000;5 887 000;8 063 000;7 139 000;3 316 000;2 907 000;3 381 000;6 359 000;1 704 000;544 000;;1 402 000;-43 000;499 000;1 486 000;1 160 000;;18 000;;;99 000;1 079 000;;992 000;1 061 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,81;13,70;6,00;61,10;17,00;21,30;8,00;45,60;84,00;117,27%;7,36%;7,78%;435,84%;31,26%;;;-15,90%;;;76,19%;10,21%;24,62%;23,81%;12,30%;6,75%;21,13%;14,39%;26,80%;313,24%;16,80%;78,87%;13,16%;53,62%;78,67%;91,55%;132,66%;;84,68%;50,87%
51;КОНСТРУКТИВНОЕ БЮРО, ООО;1085921000494;618250, Пермский кр., г. Губаха, ул. Суворова, д. 5;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;11 658 000;5 509 000;7 167 000;8 179 000;8 026 000;11 007 000;5 285 000;6 811 000;7 957 000;7 812 000;;;;;;;;;;;;;;;;;;;;;;250 000;114 000;213 000;58 000;53 000;;249 000;75 000;;;;;53 000;;53 000;53 000;;;;;;;;;;;53 000;;;;;;;;;;;;;;;;;;;;;;53 000;53 000;53 000;;11 658 000;5 509 000;7 167 000;8 179 000;8 026 000;10 968 000;5 261 000;6 754 000;7 895 000;7 812 000;;;;690 000;248 000;413 000;284 000;214 000;;;;;;214 000;161 000;53 000;214 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3,00;;;100,00%;14 461,26%;;;;-100,00%;;;100,00%;100,00%;100,00%;;0,66%;;;2,67%;;;2,74%;97,33%;;95,50%;95,50%;;;;;
52;БРИСТОЛЬ, ООО;1195958014933;617762, Пермский кр., г. Чайковский, ул. Гагарина, д. 77;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;1 500 000;4 945 000;7 613 000;7 376 000;8 011 000;16 000;850 000;3 247 000;5 897 000;6 387 000;;;;;;;;;;;;;;;;;;;;;;10 000;10 000;10 000;10 000;10 000;;;;;;;;10 000;;10 000;10 000;;;;;;;;;;;10 000;;;;;;;;;;;;;;;;;;;;;;10 000;10 000;10 000;;1 500 000;4 945 000;7 613 000;7 376 000;8 011 000;;850 000;3 247 000;5 897 000;6 387 000;;;;1 484 000;4 095 000;4 366 000;1 479 000;1 624 000;;;;;;1 624 000;;1 624 000;1 624 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,00;;;100,00%;72 827,27%;;;;-100,00%;;;100,00%;100,00%;100,00%;;20,27%;;;20,27%;;;25,43%;79,73%;;14 763,64%;16 240,00%;;;;;
53;НИКОЛЬ, ООО;1025901224898;614088, Пермский кр., г. Пермь, ул. Свиязева, д. 25;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;5 178 000;2 598 000;5 841 000;3 280 000;10 599 000;4 361 000;3 435 000;4 896 000;4 693 000;6 744 000;;;;;;;;;;;55 598 000;55 598 000;54 681 000;54 681 000;56 077 000;;;;;56 077 000;20 000;55 566 000;54 368 000;55 289 000;53 410 000;57 053 000;;315 000;160 000;360 000;178 000;1 940 000;;595 000;;2 555 000;58 632 000;;;;;;729 000;-469 000;452 000;;;57 053 000;;;;;;;;;;1 060 000;;;;1 199 000;1 840 000;1 371 000;1 904 000;1 579 000;;;1 579 000;58 632 000;976 000;57 053 000;1 579 000;4 873 000;2 598 000;4 584 000;3 280 000;7 579 000;3 991 000;3 435 000;4 787 000;4 612 000;6 626 000;;;;882 000;-837 000;-203 000;-1 332 000;953 000;;;;3 020 000;118 000;3 855 000;212 000;3 643 000;3 855 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,93;4,40;2,00;187,10;51,00;7,20;0,10;2 667,00;2 744,00;;3,31%;1,66%;13,30%;2,77%;;;-1,04%;;;97,31%;1,71%;38,20%;2,69%;48,07%;;;12,57%;;;14,38%;87,43%;;6,39%;6,60%;;161,81%;;160,54%;37,68%
54;ФРЕГАТ, ООО;1065905047328;614065, Пермский кр., г. Пермь, ул. 2-Я Теплопроводная, д. 10;Пермский край;Деятельность гостиниц и прочих мест для временного проживания;УСН;5 579 000;4 782 000;6 670 000;5 585 000;7 288 000;6 271 000;6 836 000;6 112 000;6 247 000;7 123 000;;;;;;;;;;;;;;;;;;;;;;6 178 000;4 094 000;4 621 000;3 932 000;3 871 000;;6 409 000;4 411 000;4 032 000;3 837 000;3 363 000;;853 000;;4 216 000;4 216 000;;;;;;;;;;;3 871 000;;;;;;;;;;634 000;;;;265 000;399 000;187 000;496 000;345 000;;;345 000;4 216 000;3 871 000;3 871 000;345 000;5 579 000;4 552 000;5 950 000;5 585 000;7 288 000;6 069 000;6 699 000;5 950 000;6 079 000;6 882 000;;;;-490 000;-2 147 000;;-494 000;406 000;;;;;241 000;165 000;225 000;-60 000;165 000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,30;17,30;;;180,00;2,00;;;216,00;;79,77%;91,82%;168,63%;8,91%;;;-22,04%;;;91,82%;100,00%;91,82%;8,18%;-0,82%;;;5,57%;;;5,90%;94,43%;;-1,39%;-1,54%;;1 222,03%;;1 222,03%;247,25%
